objectID,name,address,area,city,country,image_url,mobile_reserve_url,payment_options,phone,postal_code,price,reserve_url,state,_geoloc,food_type,stars_count,reviews_count,neighborhood,phone_number,price_range,dining_style
23284,Firenze a Tavola,4401 Tennyson St.,Denver / Colorado,Denver,US,https://www.opentable.com/img/restimages/23284.jpg,http://mobile.opentable.com/opentable/?restId=23284,"[""AMEX"", ""MasterCard"", ""Visa""]",3035610234x2,80212,2,http://www.opentable.com/single.aspx?rid=23284,CO,"{""lat""=>39.77679, ""lng""=>-105.044277}",Italian,4.4,879,Highlands,(303) 561-0234 e,$30 and under,Casual Elegant
150958,Beast and Barrel,16 Frazier Ave,East Tennessee,Chattanooga,US,https://www.opentable.com/img/restimages/150958.jpg,http://mobile.opentable.com/opentable/?restId=150958,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",4238054599,37405,2,http://www.opentable.com/single.aspx?rid=150958,TN,"{""lat""=>35.062222, ""lng""=>-85.308006}",Gastro Pub,4.4,115,Chattanooga,(423) 805-4599,$30 and under,Casual Elegant
676,Uncle Jack's Steakhouse - Bayside,39-40 Bell Blvd.,New York / Tri-State Area,Bayside,US,https://www.opentable.com/img/restimages/676.jpg,http://mobile.opentable.com/opentable/?restId=676,"[""AMEX"", ""JCB"", ""MasterCard"", ""Visa""]",7182291100x,11360,3,http://www.opentable.com/single.aspx?rid=676,NY,"{""lat""=>40.764184, ""lng""=>-73.7716}",Steakhouse,4.4,699,Bayside,(718) 229-1100,$31 to $50,Casual Elegant
47380,Spoon Pittsburgh,134 South Highland Avenue,Pittsburgh,Pittsburgh,US,https://www.opentable.com/img/restimages/47380.jpg,http://mobile.opentable.com/opentable/?restId=47380,"[""AMEX"", ""MasterCard"", ""Visa""]",4123626001,15206,2,http://www.opentable.com/single.aspx?rid=47380,PA,"{""lat""=>40.460026, ""lng""=>-79.925385}",Contemporary American,4.5,1148,Shadyside,(412) 362-6001,$30 and under,Casual Elegant
145021,Oshun,5 East Huron St.,New York / Tri-State Area,Buffalo,US,https://www.opentable.com/img/restimages/145021.jpg,http://mobile.opentable.com/opentable/?restId=145021,"[""AMEX"", ""MasterCard"", ""Visa""]",7168484500,14203,2,http://www.opentable.com/single.aspx?rid=145021,NY,"{""lat""=>42.888271, ""lng""=>-78.872679}",Seafood,4.5,325,Buffalo,(716) 848-4500,$30 and under,Casual Dining
22585,Big 4 Restaurant,1075 California Street,San Francisco Bay Area,San Francisco,US,https://www.opentable.com/img/restimages/22585.jpg,http://mobile.opentable.com/opentable/?restId=22585,"[""AMEX"", ""Diners Club"", ""MasterCard"", ""Visa""]",4157711140x,94108,3,http://www.opentable.com/single.aspx?rid=22585,CA,"{""lat""=>37.791369, ""lng""=>-122.412049}",Contemporary American,4.2,900,Nob Hill,(415) 771-1140,$31 to $50,Fine Dining
27205,Andrei's,2607 Main Street,Los Angeles / Orange County,Irvine,US,https://www.opentable.com/img/restimages/27205.jpg,http://mobile.opentable.com/opentable/?restId=27205,"[""AMEX"", ""MasterCard"", ""Visa""]",9493878887,92614,3,http://www.opentable.com/single.aspx?rid=27205,CA,"{""lat""=>33.681312, ""lng""=>-117.840653}",Californian,4.4,842,Irvine,(949) 387-8887,$31 to $50,Casual Elegant
109447,Mo-Chica,514 W 7th St,Los Angeles / Orange County,Los Angeles,US,https://www.opentable.com/img/restimages/109447.jpg,http://mobile.opentable.com/opentable/?restId=109447,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",2136223744,90014,2,http://www.opentable.com/single.aspx?rid=109447,CA,"{""lat""=>34.046755, ""lng""=>-118.256062}",Mexican,4.4,90,Downtown,(213) 622-3744,$30 and under,Casual Dining
102028,Mucca Osteria,1022 SW Morrison St,Portland / Oregon,Portland,US,https://www.opentable.com/img/restimages/102028.jpg,http://mobile.opentable.com/opentable/?restId=102028,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",5032275521x,97205-2626,3,http://www.opentable.com/single.aspx?rid=102028,OR,"{""lat""=>45.520188, ""lng""=>-122.682803}",Italian,4.8,527,Downtown,(503) 227-5521,$31 to $50,Casual Elegant
5039,Cucina Colore,3041 East Third Avnue,Denver / Colorado,Denver,US,https://www.opentable.com/img/restimages/5039.jpg,http://mobile.opentable.com/opentable/?restId=5039,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",3033936917,80206,2,http://www.opentable.com/single.aspx?rid=5039,CO,"{""lat""=>39.720974, ""lng""=>-104.951698}",Italian,4.3,842,Cherry Creek,(303) 393-6917,$30 and under,Casual Elegant
108433,CAMAJE Bistro,85 MacDougal St,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/108433.jpg,http://mobile.opentable.com/opentable/?restId=108433,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",2126738184,10012,2,http://www.opentable.com/single.aspx?rid=108433,NY,"{""lat""=>40.728884, ""lng""=>-74.001561}",French American,4.2,36,Greenwich Village,(212) 673-8184,$30 and under,Casual Elegant
16957,Fuego @ La Posada de Santa Fe,330 East Palace Ave,New Mexico,Santa Fe,US,https://www.opentable.com/img/restimages/16957.jpg,http://mobile.opentable.com/opentable/?restId=16957,"[""AMEX"", ""Carte Blanche"", ""Diners Club"", ""Discover"", ""JCB"", ""MasterCard"", ""Visa""]",5059549670x,87501,2,http://www.opentable.com/single.aspx?rid=16957,NM,"{""lat""=>35.686313, ""lng""=>-105.932454}",American,3.8,40,Santa Fe,(505) 954-9670,$30 and under,Casual Elegant
4520,Nakama Japanese Steakhouse & Sushi Bar,1611 E. Carson Street,Pittsburgh,Pittsburgh,US,https://www.opentable.com/img/restimages/4520.jpg,http://mobile.opentable.com/opentable/?restId=4520,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",412-381-6000x,15203,2,http://www.opentable.com/single.aspx?rid=4520,PA,"{""lat""=>40.428867, ""lng""=>-79.982634}",Japanese,4.1,1001,Downtown,(412) 381-6000,$30 and under,Casual Dining
141031,Frackeltons,55 N. Main,Jackson Hole / Wyoming,Sheridan,US,https://www.opentable.com/img/restimages/141031.jpg,http://mobile.opentable.com/opentable/?restId=141031,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",3076756055,82801,3,http://www.opentable.com/single.aspx?rid=141031,WY,"{""lat""=>44.798002, ""lng""=>-106.955429}",Contemporary American,4.3,68,Sheridan,(307) 675-6055,$31 to $50,Fine Dining
12691,Il Posto,2011 E. 17th Ave,Denver / Colorado,Denver,US,https://www.opentable.com/img/restimages/12691.jpg,http://mobile.opentable.com/opentable/?restId=12691,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",3033940100x,80206,2,http://www.opentable.com/single.aspx?rid=12691,CO,"{""lat""=>39.743228, ""lng""=>-104.963328}",Italian,4.6,1419,Uptown,(303) 394-0100,$30 and under,Casual Elegant
59719,The Wellington,729 W. Washington St.,San Diego,San Diego,US,https://www.opentable.com/img/restimages/59719.jpg,http://mobile.opentable.com/opentable/?restId=59719,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",6192956001x,92103,3,http://www.opentable.com/single.aspx?rid=59719,CA,"{""lat""=>32.749801, ""lng""=>-117.169849}",Steakhouse,4.4,399,Mission Hills,(619) 295-6001,$31 to $50,Casual Elegant
2528,Market Restaurant and Bar,3702 Via de la Valle,San Diego,Del Mar,US,https://www.opentable.com/img/restimages/2528.jpg,http://mobile.opentable.com/opentable/?restId=2528,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",8585230007x,92014,3,http://www.opentable.com/single.aspx?rid=2528,CA,"{""lat""=>32.982591, ""lng""=>-117.231248}",Contemporary American,4.7,1786,Del Mar,(858) 523-0007,$31 to $50,Casual Dining
98173,A la Quinta Holiday,49-499 Eisenhower Dr.,Palm Springs / Palm Desert Cities,La Quinta,US,https://www.opentable.com/img/restimages/98173.jpg,http://mobile.opentable.com/opentable/?restId=98173,"[""AMEX"", ""Carte Blanche"", ""Diners Club"", ""Discover"", ""JCB"", ""MasterCard"", ""Visa""]",7607774900x,92253-2722,4,http://www.opentable.com/single.aspx?rid=98173,CA,"{""lat""=>33.672534, ""lng""=>-116.30794}",Comfort Food,4.0,13,La Quinta,(760) 777-4900,$50 and over,Casual Elegant
29383,Marche Bacchus,2620 Regatta Drive,Las Vegas,Las Vegas,US,https://www.opentable.com/img/restimages/29383.jpg,http://mobile.opentable.com/opentable/?restId=29383,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",7028048008x,89128,2,http://www.opentable.com/single.aspx?rid=29383,NV,"{""lat""=>36.207097, ""lng""=>-115.269409}",French,4.5,1045,Desert Shores,(702) 804-8008,$30 and under,Casual Dining
14362,Christy's,3101 Ponce de Leon Boulevard,Miami / Southeast Florida,Coral Gables,US,https://www.opentable.com/img/restimages/14362.jpg,http://mobile.opentable.com/opentable/?restId=14362,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",3054461400,33134,3,http://www.opentable.com/single.aspx?rid=14362,FL,"{""lat""=>25.744089, ""lng""=>-80.258313}",Steakhouse,4.4,1139,Coral Gables / Coral Way,(305) 446-1400,$31 to $50,Casual Elegant
111553,Seven Rivers Steaks Seafood and Spirits,14324 US HWY 172 N.,Denver / Colorado,Ignacio,US,https://www.opentable.com/img/restimages/111553.jpg,http://mobile.opentable.com/opentable/?restId=111553,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",9705636235x,81137,3,http://www.opentable.com/single.aspx?rid=111553,CO,"{""lat""=>37.127967, ""lng""=>-107.635975}",Steakhouse,4.4,73,Ignacio,(970) 563-6235,$31 to $50,Fine Dining
117208,Samurai Blue Sushi and Sake,3807 N Mississippi Ave,Portland / Oregon,Portland,US,https://www.opentable.com/img/restimages/117208.jpg,http://mobile.opentable.com/opentable/?restId=117208,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",5032841020x,97227,2,http://www.opentable.com/single.aspx?rid=117208,OR,"{""lat""=>45.550313, ""lng""=>-122.675782}",Sushi,4.3,19,North Portland,(503) 284-1020,$30 and under,Casual Dining
98527,Cook Hall - Dallas,2440 Victory Park,Dallas - Fort Worth,Dallas,US,https://www.opentable.com/img/restimages/98527.jpg,http://mobile.opentable.com/opentable/?restId=98527,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",2143974111x,75219,2,http://www.opentable.com/single.aspx?rid=98527,TX,"{""lat""=>32.788621, ""lng""=>-96.809173}",Gastro Pub,4.0,124,Uptown,(214) 397-4111,$30 and under,Casual Dining
10252,Fruition Restaurant,1313 E. 6th Avenue,Denver / Colorado,Denver,US,https://www.opentable.com/img/restimages/10252.jpg,http://mobile.opentable.com/opentable/?restId=10252,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",3038311992x,80218,2,http://www.opentable.com/single.aspx?rid=10252,CO,"{""lat""=>39.7256, ""lng""=>-104.971567}",Comfort Food,4.8,3481,Central,(303) 831-1962,$30 and under,Casual Elegant
51043,PBR Rock Bar & Grill,3663 Las Vegas Blvd S. #730,Las Vegas,Las Vegas,US,https://www.opentable.com/img/restimages/51043.jpg,http://mobile.opentable.com/opentable/?restId=51043,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",7027501685,89109,2,http://www.opentable.com/single.aspx?rid=51043,NV,"{""lat""=>36.111081, ""lng""=>-115.171611}",American,3.5,94,Planet Hollywood Resort & Casino,(702) 750-1685,$30 and under,Casual Dining
36040,The Black Pearl,302 S Main Street,Detroit / Eastern Michigan,Ann Arbor,US,https://www.opentable.com/img/restimages/36040.jpg,http://mobile.opentable.com/opentable/?restId=36040,"[""AMEX"", ""Diners Club"", ""MasterCard"", ""Visa""]",7342220400,48104,2,http://www.opentable.com/single.aspx?rid=36040,MI,"{""lat""=>42.279547, ""lng""=>-83.748624}",Seafood,4.6,628,Ann Arbor,(734) 222-0400,$30 and under,Casual Dining
39994,Fleming's Steakhouse - Omaha,140 Regency Parkway,Nebraska,Omaha,US,https://www.opentable.com/img/restimages/39994.jpg,http://mobile.opentable.com/opentable/?restId=39994,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",4023930811,68114,3,http://www.opentable.com/single.aspx?rid=39994,NE,"{""lat""=>41.258667, ""lng""=>-96.070778}",Steak,4.5,325,West Omaha,(402) 393-0811,$31 to $50,Fine Dining
7220,Centro Restaurant,1007 Locust Street,Iowa,Des Moines,US,https://www.opentable.com/img/restimages/7220.jpg,http://mobile.opentable.com/opentable/?restId=7220,"[""AMEX"", ""Carte Blanche"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",5152481780x,50309,2,http://www.opentable.com/single.aspx?rid=7220,IA,"{""lat""=>41.585731, ""lng""=>-93.630104}",Italian,4.6,1204,Downtown Des Moines,(515) 248-1780,$30 and under,Casual Elegant
29185,Andrew's 228,228 South Adams St.,Northwest Florida,Tallahassee,US,https://www.opentable.com/img/restimages/29185.jpg,http://mobile.opentable.com/opentable/?restId=29185,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",8502223444,32301,2,http://www.opentable.com/single.aspx?rid=29185,FL,"{""lat""=>30.44017, ""lng""=>-84.282339}",Italian,4.3,309,Tallahassee,(850) 222-3444,$30 and under,Casual Elegant
81529,Farm & Table,8917 4th St NW,New Mexico,Albuquerque,US,https://www.opentable.com/img/restimages/81529.jpg,http://mobile.opentable.com/opentable/?restId=81529,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",5055037124x,87114,2,http://www.opentable.com/single.aspx?rid=81529,NM,"{""lat""=>35.1819, ""lng""=>-106.624584}",Contemporary American,4.6,1801,Albuquerque,(505) 503-7124,$30 and under,Casual Dining
15127,Maggiano's - Denver Pavilions,"500 16th Street,",Denver / Colorado,Denver,US,https://www.opentable.com/img/restimages/15127.jpg,http://mobile.opentable.com/opentable/?restId=15127,"[""AMEX"", ""Carte Blanche"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",3032607707,80202,2,http://www.opentable.com/single.aspx?rid=15127,CO,"{""lat""=>39.743804, ""lng""=>-104.990505}",Italian,4.4,3070,Downtown / LoDo,(303) 260-7707,$30 and under,Casual Dining
91738,Fellini's Ristorante,2000 Las Vegas Blvd S,Las Vegas,Las Vegas,US,https://www.opentable.com/img/restimages/91738.jpg,http://mobile.opentable.com/opentable/?restId=91738,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",7023834860,89104,3,http://www.opentable.com/single.aspx?rid=91738,NV,"{""lat""=>36.147371, ""lng""=>-115.155365}",Italian,4.4,213,Stratosphere Hotel & Casino,(702) 383-4860,$31 to $50,Casual Elegant
102439,Fire,325 W Central Ave,Orlando / Central Florida East,Winter Haven,US,https://www.opentable.com/img/restimages/102439.jpg,http://mobile.opentable.com/opentable/?restId=102439,"[""Discover"", ""MasterCard"", ""Visa""]",8638755544,33881,2,http://www.opentable.com/single.aspx?rid=102439,FL,"{""lat""=>28.022331, ""lng""=>-81.730879}",American,3.9,77,Winter Haven,(863) 875-5544,$30 and under,Casual Dining
1676,Auberge du Soleil,180 Rutherford Hill Rd.,San Francisco Bay Area,Rutherford,US,https://www.opentable.com/img/restimages/1676.jpg,http://mobile.opentable.com/opentable/?restId=1676,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",7079673111,94573,4,http://www.opentable.com/single.aspx?rid=1676,CA,"{""lat""=>38.494159, ""lng""=>-122.406183}",French,4.7,2194,Rutherford,(707) 967-3111,$50 and over,Fine Dining
14941,Fearing's,"The Ritz-Carlton, Dallas",Dallas - Fort Worth,Dallas,US,https://www.opentable.com/img/restimages/14941.jpg,http://mobile.opentable.com/opentable/?restId=14941,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",2149224848x,75201,4,http://www.opentable.com/single.aspx?rid=14941,TX,"{""lat""=>32.792526, ""lng""=>-96.802972}",American,4.5,2908,Uptown,(214) 922-4848,$50 and over,Fine Dining
4643,Element 47,675 East Durant Avenue,Denver / Colorado,Aspen,US,https://www.opentable.com/img/restimages/4643.jpg,http://mobile.opentable.com/opentable/?restId=4643,"[""AMEX"", ""Diners Club"", ""MasterCard"", ""Visa""]",9709206313,81611,4,http://www.opentable.com/single.aspx?rid=4643,CO,"{""lat""=>39.186415, ""lng""=>-106.817637}",Contemporary American,4.5,363,Aspen,(970) 920-6330,$50 and over,Casual Dining
20050,Cowboy Star,640 10th Ave,San Diego,San Diego,US,https://www.opentable.com/img/restimages/20050.jpg,http://mobile.opentable.com/opentable/?restId=20050,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",6194505880x,92101,3,http://www.opentable.com/single.aspx?rid=20050,CA,"{""lat""=>32.712153, ""lng""=>-117.155865}",Steakhouse,4.6,1322,Downtown / Gaslamp,(619) 450-5880,$31 to $50,Casual Elegant
18142,Mezzogiorno,195 Spring Street,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/18142.jpg,http://mobile.opentable.com/opentable/?restId=18142,"[""AMEX"", ""MasterCard"", ""Visa""]",2123342112,10012,3,http://www.opentable.com/single.aspx?rid=18142,NY,"{""lat""=>40.725349, ""lng""=>-74.003068}",Italian,3.9,373,SoHo,(646) 895-9624,$31 to $50,Casual Elegant
112855,Cafe Nell,1987 NW Kearney St,Portland / Oregon,Portland,US,https://www.opentable.com/img/restimages/112855.jpg,http://mobile.opentable.com/opentable/?restId=112855,"[""AMEX"", ""MasterCard"", ""Pay with OpenTable"", ""Visa""]",5032956487,97209,2,http://www.opentable.com/single.aspx?rid=112855,OR,"{""lat""=>45.529233, ""lng""=>-122.69242}",American,4.2,176,NW Portland,(503) 295-6487,$30 and under,Casual Dining
116743,Chateau West,3408 West End Avenue,Nashville,Nashville,US,https://www.opentable.com/img/restimages/116743.jpg,http://mobile.opentable.com/opentable/?restId=116743,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",6154322622x,37203,2,http://www.opentable.com/single.aspx?rid=116743,TN,"{""lat""=>36.138759, ""lng""=>-86.820303}",French,4.1,318,Nashville,(615) 432-2622,$30 and under,Fine Dining
107464,Palo Santo,652 Union St,New York / Tri-State Area,Brooklyn,US,https://www.opentable.com/img/restimages/107464.jpg,http://mobile.opentable.com/opentable/?restId=107464,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",7186366311,11215,3,http://www.opentable.com/single.aspx?rid=107464,NY,"{""lat""=>40.676716, ""lng""=>-73.982009}",South American,4.4,29,Park Slope,(718) 636-6311,$31 to $50,Casual Dining
42640,La Palapa,77 St. Mark's Place,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/42640.jpg,http://mobile.opentable.com/opentable/?restId=42640,"[""AMEX"", ""MasterCard"", ""Visa""]",2127772537x,10003,2,http://www.opentable.com/single.aspx?rid=42640,NY,"{""lat""=>40.727969, ""lng""=>-73.985593}",Mexican,4.1,346,East Village,(212) 777-2537,$30 and under,Casual Dining
72877,Iorio Restaurant,912 Southeast Hawthorne Boulevard,Portland / Oregon,Portland,US,https://www.opentable.com/img/restimages/72877.jpg,http://mobile.opentable.com/opentable/?restId=72877,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",5034454716,97214,2,http://www.opentable.com/single.aspx?rid=72877,OR,"{""lat""=>45.512115, ""lng""=>-122.656421}",Italian,4.4,1042,SE Portland,(503) 445-4716,$30 and under,Casual Elegant
32440,Martin's,917 Duval Street,Key West / Florida Keys,Key West,US,https://www.opentable.com/img/restimages/32440.jpg,http://mobile.opentable.com/opentable/?restId=32440,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",3052950111,33040,3,http://www.opentable.com/single.aspx?rid=32440,FL,"{""lat""=>24.551452, ""lng""=>-81.799317}",European,4.1,242,Key West,(305) 295-0111,$31 to $50,Casual Elegant
19531,Mitchell's Fish Market - Galleria - Pittsburgh,1500 Washington Road,Pittsburgh,Pittsburgh,US,https://www.opentable.com/img/restimages/19531.jpg,http://mobile.opentable.com/opentable/?restId=19531,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",4125713474,15228,2,http://www.opentable.com/single.aspx?rid=19531,PA,"{""lat""=>40.355923, ""lng""=>-80.050381}",Seafood,4.0,864,South Hills,(412) 571-3474,$30 and under,Casual Elegant
76144,Fada Bistro,530 Driggs Avenue,New York / Tri-State Area,Brooklyn,US,https://www.opentable.com/img/restimages/76144.jpg,http://mobile.opentable.com/opentable/?restId=76144,"[""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",7183886607x,11249,2,http://www.opentable.com/single.aspx?rid=76144,NY,"{""lat""=>40.717568, ""lng""=>-73.956042}",French,4.4,21,Williamsburg,(718) 388-6607,$30 and under,Casual Elegant
5003,Morimoto New York,88 10th Avenue,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/5003.jpg,http://mobile.opentable.com/opentable/?restId=5003,"[""AMEX"", ""Carte Blanche"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",2129898883,10011,4,http://www.opentable.com/single.aspx?rid=5003,NY,"{""lat""=>40.743236, ""lng""=>-74.007408}",Japanese,4.4,4322,Chelsea,(212) 989-8883,$50 and over,Fine Dining
151342,Four Points,2305 Mount Werner Cir,Denver / Colorado,Steamboat Springs,US,https://www.opentable.com/img/restimages/151342.jpg,http://mobile.opentable.com/opentable/?restId=151342,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",9708715150,80487,4,http://www.opentable.com/single.aspx?rid=151342,CO,"{""lat""=>40.458123, ""lng""=>-106.806262}",Italian,4.7,37,Steamboat Springs,(970) 871-5150,$50 and over,Fine Dining
4887,The Richmond,615 Balboa,San Francisco Bay Area,San Francisco,US,https://www.opentable.com/img/restimages/4887.jpg,http://mobile.opentable.com/opentable/?restId=4887,"[""Discover"", ""MasterCard"", ""Visa""]",4153798988,94118,2,http://www.opentable.com/single.aspx?rid=4887,CA,"{""lat""=>37.777172, ""lng""=>-122.46552}",Contemporary American,4.7,886,Richmond District,(415) 379-8988,$30 and under,Casual Dining
20611,Sushi Zushi - Downtown,203 South Saint Mary's,San Antonio,San Antonio,US,https://www.opentable.com/img/restimages/20611.jpg,http://mobile.opentable.com/opentable/?restId=20611,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",2104722900,78205,2,http://www.opentable.com/single.aspx?rid=20611,TX,"{""lat""=>29.423966, ""lng""=>-98.491677}",Sushi,4.2,87,Downtown,(210) 472-2900,$30 and under,Casual Dining
91855,Divino Italian Restaurant,1830 West Alabama,Houston,Houston,US,https://www.opentable.com/img/restimages/91855.jpg,http://mobile.opentable.com/opentable/?restId=91855,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",7138071123,77098,3,http://www.opentable.com/single.aspx?rid=91855,TX,"{""lat""=>29.738854, ""lng""=>-95.405942}",Italian,4.7,169,River Oaks,(713) 807-1123,$31 to $50,Casual Dining
116917,Ginger 108,108 W North Street,Raleigh / Durham / Chapel Hill,Kinston,US,https://www.opentable.com/img/restimages/116917.jpg,http://mobile.opentable.com/opentable/?restId=116917,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",2522082663x,28501,2,http://www.opentable.com/single.aspx?rid=116917,NC,"{""lat""=>35.262174, ""lng""=>-77.581761}",Contemporary Asian,4.5,71,Kinston,(252) 208-2663,$30 and under,Casual Dining
83236,Bouche,603 Bush Street,San Francisco Bay Area,San Francisco,US,https://www.opentable.com/img/restimages/83236.jpg,http://mobile.opentable.com/opentable/?restId=83236,"[""AMEX"", ""MasterCard"", ""Visa""]",4159560396x,94108,2,http://www.opentable.com/single.aspx?rid=83236,CA,"{""lat""=>37.790218, ""lng""=>-122.407366}",French,4.4,578,Downtown / Union Square,(415) 956-0396,$30 and under,Casual Dining
30547,94th Aero Squadron - San Diego,8885 Balboa Ave,San Diego,San Diego,US,https://www.opentable.com/img/restimages/30547.jpg,http://mobile.opentable.com/opentable/?restId=30547,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",(858) 560-6771,92123,2,http://www.opentable.com/single.aspx?rid=30547,CA,"{""lat""=>32.820169, ""lng""=>-117.137024}",American,4.2,1608,Kearny Mesa,(858) 560-6771,$30 and under,Casual Dining
116542,Yesterday's Food & Spirits,12594 Adams Rd,Indiana,Granger,US,https://www.opentable.com/img/restimages/116542.jpg,http://mobile.opentable.com/opentable/?restId=116542,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",5742727017,46530,2,http://www.opentable.com/single.aspx?rid=116542,IN,"{""lat""=>41.75351, ""lng""=>-86.113751}",American,4.4,118,Granger,(574) 272-7017,$30 and under,Casual Dining
110875,RA Sushi Bar Restaurant - Tempe,411 S Mill Ave,Phoenix / Arizona,Tempe,US,https://www.opentable.com/img/restimages/110875.jpg,http://mobile.opentable.com/opentable/?restId=110875,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",4803039800x,85281,2,http://www.opentable.com/single.aspx?rid=110875,AZ,"{""lat""=>33.42616, ""lng""=>-111.939837}",Japanese,4.0,33,Tempe,(480) 303-9800,$30 and under,Casual Dining
4816,Cielo,49500 Seminole Drive,Palm Springs / Palm Desert Cities,Cabazon,US,https://www.opentable.com/img/restimages/4816.jpg,http://mobile.opentable.com/opentable/?restId=4816,"[""AMEX"", ""Diners Club"", ""Discover"", ""MasterCard"", ""Visa""]",8002524499x6,92230,3,http://www.opentable.com/single.aspx?rid=4816,CA,"{""lat""=>33.92, ""lng""=>-116.8}",Steak,4.5,634,Cabazon,(800) 252-4499 e,$31 to $50,Fine Dining
116986,The Post Brewing Company & GoodBird Kitchen,105 W. Emma Street,Denver / Colorado,Lafayette,US,https://www.opentable.com/img/restimages/116986.jpg,http://mobile.opentable.com/opentable/?restId=116986,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",3035932066x,80026,2,http://www.opentable.com/single.aspx?rid=116986,CO,"{""lat""=>39.994527, ""lng""=>-105.091285}",Comfort Food,4.4,50,Lafayette,(303) 593-2066,$30 and under,Casual Dining
113602,Bob's Steak & Chop House - Nashville,250 5th Avenue South,Nashville,Nashville,US,https://www.opentable.com/img/restimages/113602.jpg,http://mobile.opentable.com/opentable/?restId=113602,"[""AMEX"", ""Discover"", ""MasterCard"", ""Visa""]",(615) 761-3707x,37203,3,http://www.opentable.com/single.aspx?rid=113602,TN,"{""lat""=>36.158053, ""lng""=>-86.776836}",Steakhouse,4.6,540,Downtown,(615) 761-3707,$31 to $50,Fine Dining
105880,Bar DKDC,964 South Cooper St.,Memphis,Memphis,US,https://www.opentable.com/img/restimages/105880.jpg,http://mobile.opentable.com/opentable/?restId=105880,"[""AMEX"", ""MasterCard"", ""Visa""]",9012720830,38104,2,http://www.opentable.com/single.aspx?rid=105880,TN,"{""lat""=>35.119425, ""lng""=>-89.990757}",International,4.5,31,Memphis,(901) 272-0830,$30 and under,Casual Dining
4582,BLT Prime,111 East 22nd Street,New York / Tri-State Area,New York,US,https://www.opentable.com/img/restimages/4582.jpg,http://mobile.opentable.com/opentable/?restId=4582,"[""AMEX"", ""Diners Club"", ""JCB"", ""MasterCard"", ""Visa""]",2129958500,10010,4,http://www.opentable.com/single.aspx?rid=4582,NY,"{""lat""=>40.739, ""lng""=>-73.986}",Steak,4.3,1542,Gramercy / Flatiron,(212) 995-8500,$50 and over,Casual Elegant
